sales_id,date,bar_id,beer_id,volume_liters,spoil_volume_liters,transport_temp_c,revenue_eur,cost_eur
138,2025-01-05,18,3,27.3,0.0,6.0,177.45,57.33
139,2025-01-05,1,1,61.0,0.0,4.7,274.5,73.2
140,2025-01-05,22,5,67.2,0.0,6.1,470.4,154.56
141,2025-01-05,21,6,59.7,0.0,8.7,298.5,89.55
142,2025-01-05,4,2,60.4,0.0,4.0,289.92,84.56
143,2025-01-05,21,2,33.6,0.0,3.9,161.28,47.04
144,2025-01-05,26,3,30.1,0.0,3.8,195.65,63.21
145,2025-01-05,6,1,99.4,0.0,5.1,447.3,119.28
146,2025-01-05,23,4,23.6,0.0,7.8,136.88,44.84
147,2025-01-05,13,2,64.8,0.0,7.0,311.04,90.72
148,2025-01-05,3,3,21.6,0.0,4.8,140.4,45.36
149,2025-01-05,15,6,28.7,4.6,10.0,120.5,43.05
150,2025-01-05,17,3,88.1,0.0,4.6,572.65,185.01
151,2025-01-05,2,2,71.9,22.2,8.0,238.56,100.66
152,2025-01-05,15,5,29.5,0.0,11.1,206.5,67.85
153,2025-01-05,15,2,21.7,0.0,-0.0,104.16,30.38
154,2025-01-05,17,3,84.9,0.0,7.1,551.85,178.29
155,2025-01-05,24,3,88.3,0.0,5.0,573.95,185.43
156,2025-01-05,15,6,98.9,0.0,5.8,494.5,148.35
157,2025-01-05,24,6,67.7,0.0,3.2,338.5,101.55
158,2025-01-05,25,3,42.2,0.0,10.6,274.3,88.62
159,2025-01-05,7,4,96.3,0.0,7.1,558.54,182.97
160,2025-01-05,8,1,45.5,0.0,7.0,204.75,54.6
161,2025-01-05,28,1,28.0,0.0,10.9,126.0,33.6
162,2025-01-05,16,1,37.6,0.0,5.9,169.2,45.12
163,2025-01-05,3,3,95.9,0.0,5.3,623.35,201.39
164,2025-01-05,18,5,25.9,0.0,4.8,181.3,59.57
165,2025-01-05,10,1,72.1,0.0,8.1,324.45,86.52
166,2025-01-05,1,3,93.8,0.0,5.1,609.7,196.98
167,2025-01-05,25,2,59.1,0.0,7.3,283.68,82.74
168,2025-01-05,14,5,82.2,0.0,1.6,575.4,189.06
169,2025-01-05,8,3,55.0,0.0,4.5,357.5,115.5
170,2025-01-05,11,2,51.7,0.0,5.5,248.16,72.38
171,2025-01-06,20,1,69.2,0.0,6.1,311.4,83.04
172,2025-01-06,3,3,48.6,0.0,6.9,315.9,102.06
173,2025-01-06,8,6,76.3,0.0,2.8,381.5,114.45
174,2025-01-06,22,4,40.2,0.0,3.3,233.16,76.38
175,2025-01-06,12,3,33.7,0.0,6.3,219.05,70.77
176,2025-01-06,4,5,32.7,0.0,5.1,228.9,75.21
177,2025-01-06,26,4,33.0,0.0,4.0,191.4,62.7
178,2025-01-06,7,4,61.1,0.0,4.2,354.38,116.09
179,2025-01-06,6,5,36.5,0.0,6.1,255.5,83.95
180,2025-01-06,25,1,82.3,0.0,2.4,370.35,98.76
181,2025-01-06,17,3,47.6,0.0,5.9,309.4,99.96
182,2025-01-06,28,1,53.7,0.0,3.6,241.65,64.44
183,2025-01-06,28,5,94.4,0.0,4.4,660.8,217.12
184,2025-01-06,1,3,99.6,0.0,7.5,647.4,209.16
185,2025-01-06,28,6,49.4,0.0,6.3,247.0,74.1
186,2025-01-06,19,4,77.0,0.0,12.5,446.6,146.3
187,2025-01-06,14,5,65.9,0.0,7.2,461.3,151.57
188,2025-01-06,4,5,66.3,0.0,5.1,464.1,152.49
189,2025-01-06,19,5,65.5,0.0,6.1,458.5,150.65
190,2025-01-06,4,1,24.8,0.0,7.9,111.6,29.76
191,2025-01-06,8,6,40.0,0.0,8.8,200.0,60.0
192,2025-01-06,1,2,94.9,0.0,8.1,455.52,132.86
193,2025-01-06,20,6,71.4,0.0,5.2,357.0,107.1
194,2025-01-06,1,3,47.0,12.1,10.7,226.85,98.7
195,2025-01-06,3,6,97.8,0.0,6.5,489.0,146.7
196,2025-01-06,10,1,31.6,0.0,6.1,142.2,37.92
197,2025-01-06,6,5,42.4,0.0,2.4,296.8,97.52
198,2025-01-06,24,4,51.0,0.0,4.9,295.8,96.9
199,2025-01-06,2,1,46.5,0.0,6.5,209.25,55.8
200,2025-01-06,27,2,53.5,11.2,3.5,203.04,74.9
201,2025-01-06,23,1,95.4,0.0,0.0,429.3,114.48
202,2025-01-06,23,5,48.3,0.0,4.3,338.1,111.09
203,2025-01-07,25,6,35.3,0.0,2.0,176.5,52.95
204,2025-01-07,24,6,20.6,0.0,6.9,103.0,30.9
205,2025-01-07,15,5,60.3,0.0,6.2,422.1,138.69
206,2025-01-07,6,3,52.0,0.0,6.0,338.0,109.2
207,2025-01-07,6,2,55.9,0.0,1.9,268.32,78.26
208,2025-01-07,27,2,23.9,6.7,8.4,82.56,33.46
209,2025-01-07,16,4,88.2,0.0,5.2,511.56,167.58
210,2025-01-07,6,4,33.3,0.0,6.7,193.14,63.27
211,2025-01-07,18,6,99.4,0.0,6.5,497.0,149.1
212,2025-01-07,10,6,36.9,0.0,6.5,184.5,55.35
213,2025-01-07,28,5,92.1,0.0,6.4,644.7,211.83
214,2025-01-07,18,5,46.8,0.0,5.6,327.6,107.64
215,2025-01-07,17,4,79.4,0.0,4.5,460.52,150.86
216,2025-01-07,24,3,55.7,0.0,2.9,362.05,116.97
217,2025-01-07,29,4,39.8,0.0,4.9,230.84,75.62
218,2025-01-07,8,4,45.3,0.0,10.2,262.74,86.07
219,2025-01-07,3,4,80.5,0.0,2.0,466.9,152.95
220,2025-01-07,3,2,47.1,0.0,9.2,226.08,65.94
221,2025-01-08,20,2,37.6,0.0,8.9,180.48,52.64
222,2025-01-08,24,6,86.7,0.0,4.4,433.5,130.05
223,2025-01-08,7,2,51.9,0.0,9.2,249.12,72.66
224,2025-01-08,17,2,35.7,0.0,4.9,171.36,49.98
225,2025-01-08,26,1,78.5,0.0,4.2,353.25,94.2
226,2025-01-08,2,2,40.3,0.0,4.6,193.44,56.42
227,2025-01-08,9,1,67.3,11.6,5.8,250.65,80.76
228,2025-01-08,26,4,33.9,0.0,8.9,196.62,64.41
229,2025-01-08,28,3,87.9,0.0,8.7,571.35,184.59
230,2025-01-08,28,1,96.2,0.0,5.9,432.9,115.44
231,2025-01-08,8,2,56.9,0.0,5.7,273.12,79.66
232,2025-01-08,24,3,48.6,0.0,1.1,315.9,102.06
233,2025-01-08,23,3,23.2,0.0,5.1,150.8,48.72
234,2025-01-08,13,6,94.8,0.0,0.9,474.0,142.2
235,2025-01-08,29,2,95.4,28.7,7.7,320.16,133.56
236,2025-01-08,17,5,48.0,0.0,4.2,336.0,110.4
237,2025-01-08,27,6,79.6,0.0,4.9,398.0,119.4
238,2025-01-08,7,6,24.2,0.0,8.6,121.0,36.3
239,2025-01-08,4,5,33.7,0.0,2.8,235.9,77.51
240,2025-01-08,28,4,90.5,0.0,5.2,524.9,171.95
241,2025-01-08,24,1,58.0,0.0,7.3,261.0,69.6
242,2025-01-08,25,2,56.4,0.0,5.0,270.72,78.96
243,2025-01-09,11,4,33.6,0.0,8.4,194.88,63.84
244,2025-01-09,12,4,31.1,0.0,5.3,180.38,59.09
245,2025-01-09,9,3,52.6,0.0,8.9,341.9,110.46
246,2025-01-09,3,1,74.6,0.0,10.0,335.7,89.52
247,2025-01-09,11,5,63.6,0.0,5.2,445.2,146.28
248,2025-01-09,27,4,52.1,0.0,2.3,302.18,98.99
249,2025-01-09,9,6,83.9,0.0,5.1,419.5,125.85
250,2025-01-09,30,5,52.3,0.0,3.7,366.1,120.29
251,2025-01-09,5,4,25.8,0.0,1.3,149.64,49.02
252,2025-01-09,26,1,59.6,0.0,5.1,268.2,71.52
253,2025-01-09,12,6,32.1,0.0,3.4,160.5,48.15
254,2025-01-09,30,4,56.7,0.0,8.2,328.86,107.73
255,2025-01-09,5,6,66.4,0.0,6.6,332.0,99.6
256,2025-01-09,20,6,49.1,0.0,8.2,245.5,73.65
257,2025-01-09,10,4,46.6,8.2,9.4,222.72,88.54
258,2025-01-09,8,5,58.0,0.0,1.7,406.0,133.4
259,2025-01-09,10,6,87.1,0.0,6.1,435.5,130.65
260,2025-01-09,19,2,76.4,0.0,8.2,366.72,106.96
261,2025-01-09,16,6,77.2,0.0,8.6,386.0,115.8
262,2025-01-09,26,5,82.3,0.0,4.0,576.1,189.29
263,2025-01-09,7,3,95.1,0.0,5.0,618.15,199.71
264,2025-01-09,13,4,71.6,0.0,6.8,415.28,136.04
265,2025-01-09,2,2,36.3,0.0,6.8,174.24,50.82
266,2025-01-09,2,3,46.7,0.0,6.9,303.55,98.07
267,2025-01-09,23,1,27.6,0.0,3.5,124.2,33.12
268,2025-01-09,19,5,63.3,0.0,2.1,443.1,145.59
269,2025-01-09,4,4,24.8,0.0,7.0,143.84,47.12
270,2025-01-09,8,4,80.6,0.0,9.9,467.48,153.14
271,2025-01-09,13,5,52.3,0.0,5.5,366.1,120.29
272,2025-01-09,4,6,79.4,0.0,6.6,397.0,119.1
273,2025-01-09,5,3,56.3,0.0,6.9,365.95,118.23
274,2025-01-10,27,2,22.3,3.1,6.2,92.16,31.22
275,2025-01-10,26,2,47.8,0.0,8.8,229.44,66.92
276,2025-01-10,11,6,84.5,0.0,6.9,422.5,126.75
277,2025-01-10,12,6,26.0,0.0,9.7,130.0,39.0
278,2025-01-10,16,2,20.7,0.0,5.8,99.36,28.98
279,2025-01-10,25,2,96.9,0.0,6.2,465.12,135.66
280,2025-01-10,21,1,44.9,0.0,6.3,202.05,53.88
281,2025-01-10,1,1,25.5,0.0,7.4,114.75,30.6
282,2025-01-10,16,2,72.5,0.0,2.0,348.0,101.5
283,2025-01-10,16,3,89.5,0.0,7.0,581.75,187.95
284,2025-01-10,18,4,52.9,0.0,7.9,306.82,100.51
285,2025-01-10,6,1,67.5,0.0,8.1,303.75,81.0
286,2025-01-10,11,3,82.5,28.5,2.7,351.0,173.25
287,2025-01-10,25,6,41.8,0.0,5.0,209.0,62.7
288,2025-01-10,21,4,26.4,0.0,7.3,153.12,50.16
289,2025-01-10,6,2,52.3,0.0,2.9,251.04,73.22
290,2025-01-10,21,2,73.3,0.0,4.9,351.84,102.62
291,2025-01-10,23,4,59.2,0.0,4.0,343.36,112.48
292,2025-01-10,18,5,71.9,0.0,5.5,503.3,165.37
293,2025-01-10,15,6,42.7,0.0,7.3,213.5,64.05
294,2025-01-10,17,6,28.6,0.0,10.3,143.0,42.9
295,2025-01-10,11,6,77.3,13.5,10.5,319.0,115.95
296,2025-01-10,4,1,24.7,0.0,7.4,111.15,29.64
297,2025-01-10,4,2,63.6,0.0,3.7,305.28,89.04
298,2025-01-10,22,2,43.9,0.0,6.1,210.72,61.46
299,2025-01-11,19,4,53.1,0.0,11.1,307.98,100.89
300,2025-01-11,20,2,31.6,0.0,5.4,151.68,44.24
301,2025-01-11,16,6,90.7,0.0,6.1,453.5,136.05
302,2025-01-11,14,2,69.9,0.0,3.9,335.52,97.86
303,2025-01-11,13,1,90.9,0.0,9.6,409.05,109.08
304,2025-01-11,20,3,90.5,0.0,10.7,588.25,190.05
305,2025-01-11,14,1,76.5,0.0,4.8,344.25,91.8
306,2025-01-11,5,4,57.1,21.3,7.3,207.64,108.49
307,2025-01-11,14,5,87.8,0.0,0.2,614.6,201.94
308,2025-01-11,19,4,98.1,0.0,8.7,568.98,186.39
309,2025-01-11,16,2,27.0,0.0,6.3,129.6,37.8
310,2025-01-11,5,5,84.8,0.0,0.0,593.6,195.04
311,2025-01-11,19,6,72.4,0.0,7.1,362.0,108.6
312,2025-01-11,22,5,95.5,0.0,6.5,668.5,219.65
313,2025-01-11,28,2,83.2,0.0,4.0,399.36,116.48
314,2025-01-11,16,1,48.5,0.0,2.2,218.25,58.2
315,2025-01-11,5,6,89.7,0.0,7.3,448.5,134.55
316,2025-01-11,11,3,54.5,0.0,1.8,354.25,114.45
317,2025-01-11,1,1,68.1,0.0,4.8,306.45,81.72
318,2025-01-11,17,3,74.2,0.0,3.4,482.3,155.82
319,2025-01-11,8,1,46.1,0.0,6.3,207.45,55.32
320,2025-01-11,25,3,88.3,0.0,1.1,573.95,185.43
321,2025-01-11,29,5,85.0,0.0,5.6,595.0,195.5
322,2025-01-11,14,1,41.3,0.0,7.2,185.85,49.56
323,2025-01-11,24,5,46.3,0.0,6.5,324.1,106.49
324,2025-01-11,16,6,34.6,0.0,1.4,173.0,51.9
325,2025-01-11,20,4,88.5,0.0,4.7,513.3,168.15
326,2025-01-11,22,3,23.7,0.0,4.1,154.05,49.77
327,2025-01-11,17,4,86.7,0.0,5.2,502.86,164.73
328,2025-01-11,10,5,64.5,0.0,1.3,451.5,148.35
329,2025-01-11,18,4,39.0,0.0,4.9,226.2,74.1
330,2025-01-12,21,3,86.1,0.0,2.3,559.65,180.81
331,2025-01-12,18,3,73.9,0.0,5.7,480.35,155.19
332,2025-01-12,25,1,61.5,0.0,3.6,276.75,73.8
333,2025-01-12,30,3,20.1,0.0,3.0,130.65,42.21
334,2025-01-12,12,3,44.9,0.0,-1.5,291.85,94.29
335,2025-01-12,24,4,53.3,0.0,7.0,309.14,101.27
336,2025-01-12,14,4,50.1,0.0,3.7,290.58,95.19
337,2025-01-12,22,2,94.4,0.0,2.9,453.12,132.16
338,2025-01-12,1,3,39.8,0.0,7.2,258.7,83.58
339,2025-01-12,15,1,78.2,0.0,6.5,351.9,93.84
340,2025-01-12,30,4,52.2,0.0,5.4,302.76,99.18
341,2025-01-12,7,6,50.9,0.0,10.5,254.5,76.35
342,2025-01-12,29,5,97.2,0.0,6.4,680.4,223.56
343,2025-01-12,3,1,96.7,0.0,3.3,435.15,116.04
344,2025-01-12,26,2,72.0,0.0,4.6,345.6,100.8
345,2025-01-12,18,4,36.9,0.0,7.2,214.02,70.11
346,2025-01-12,16,1,37.3,0.0,5.4,167.85,44.76
347,2025-01-12,4,4,35.3,0.0,3.1,204.74,67.07
348,2025-01-12,15,4,50.6,0.0,9.9,293.48,96.14
349,2025-01-12,28,2,32.5,6.1,9.2,126.72,45.5
350,2025-01-12,25,4,59.5,0.0,3.8,345.1,113.05
351,2025-01-12,18,3,28.3,0.0,4.2,183.95,59.43
352,2025-01-13,14,4,66.9,0.0,8.7,388.02,127.11
353,2025-01-13,2,6,91.1,0.0,7.7,455.5,136.65
354,2025-01-13,10,1,61.7,0.0,7.4,277.65,74.04
355,2025-01-13,28,4,34.0,0.0,-0.8,197.2,64.6
356,2025-01-13,5,6,85.7,0.0,7.2,428.5,128.55
357,2025-01-13,5,1,20.4,6.0,10.7,64.8,24.48
358,2025-01-13,23,3,70.3,0.0,6.0,456.95,147.63
359,2025-01-13,30,6,53.8,0.0,7.2,269.0,80.7
360,2025-01-13,22,2,82.8,0.0,8.1,397.44,115.92
361,2025-01-13,26,4,81.9,0.0,4.3,475.02,155.61
362,2025-01-13,17,4,34.7,7.1,5.7,160.08,65.93
363,2025-01-13,17,3,33.7,0.0,6.3,219.05,70.77
364,2025-01-13,25,6,53.5,0.0,8.8,267.5,80.25
365,2025-01-13,29,3,92.2,0.0,6.1,599.3,193.62
366,2025-01-13,23,2,57.2,0.0,4.4,274.56,80.08
367,2025-01-13,10,2,80.9,0.0,4.9,388.32,113.26
368,2025-01-13,16,3,28.9,0.0,7.6,187.85,60.69
369,2025-01-13,30,6,43.4,0.0,6.9,217.0,65.1
370,2025-01-13,6,1,75.5,0.0,-0.8,339.75,90.6
371,2025-01-13,29,1,83.1,0.0,7.1,373.95,99.72
372,2025-01-13,21,5,49.7,0.0,1.0,347.9,114.31
373,2025-01-13,11,2,44.6,0.0,3.2,214.08,62.44
374,2025-01-13,1,5,91.3,0.0,6.3,639.1,209.99
375,2025-01-13,11,1,98.2,0.0,13.4,441.9,117.84
376,2025-01-13,28,5,56.4,0.0,7.1,394.8,129.72
377,2025-01-13,14,2,92.5,0.0,8.5,444.0,129.5
378,2025-01-13,25,3,74.7,0.0,3.9,485.55,156.87
379,2025-01-13,29,2,53.2,0.0,5.5,255.36,74.48
380,2025-01-13,6,6,32.8,7.4,3.5,127.0,49.2
381,2025-01-14,3,6,40.1,0.0,4.1,200.5,60.15
382,2025-01-14,27,6,54.7,0.0,4.0,273.5,82.05
383,2025-01-14,17,1,91.0,0.0,8.5,409.5,109.2
384,2025-01-14,13,6,89.0,0.0,7.0,445.0,133.5
385,2025-01-14,30,5,81.9,0.0,8.6,573.3,188.37
386,2025-01-14,28,2,73.0,0.0,2.7,350.4,102.2
387,2025-01-14,25,2,60.2,0.0,6.6,288.96,84.28
388,2025-01-14,11,1,44.3,0.0,4.7,199.35,53.16
389,2025-01-14,15,2,61.1,0.0,2.9,293.28,85.54
390,2025-01-14,21,5,95.1,0.0,7.1,665.7,218.73
391,2025-01-14,10,4,58.6,0.0,7.4,339.88,111.34
392,2025-01-14,8,6,27.1,2.8,7.4,121.5,40.65
393,2025-01-14,1,2,21.1,0.0,0.3,101.28,29.54
394,2025-01-14,23,6,45.4,0.0,9.3,227.0,68.1
395,2025-01-14,7,4,52.6,0.0,2.8,305.08,99.94
396,2025-01-14,3,5,68.3,0.0,9.4,478.1,157.09
397,2025-01-14,18,5,59.1,0.0,10.2,413.7,135.93
398,2025-01-14,11,4,62.6,0.0,7.8,363.08,118.94
399,2025-01-15,7,2,76.6,0.0,6.5,367.68,107.24
400,2025-01-15,29,2,40.0,0.0,7.0,192.0,56.0
401,2025-01-15,12,5,56.8,0.0,2.0,397.6,130.64
402,2025-01-15,21,5,49.5,0.0,2.8,346.5,113.85
403,2025-01-15,3,1,88.3,0.0,5.4,397.35,105.96
404,2025-01-15,11,2,78.0,0.0,4.5,374.4,109.2
405,2025-01-15,25,3,92.2,0.0,8.3,599.3,193.62
406,2025-01-15,18,3,83.8,0.0,2.8,544.7,175.98
407,2025-01-15,26,1,98.7,0.0,-1.8,444.15,118.44
408,2025-01-15,6,5,65.1,0.0,6.7,455.7,149.73
409,2025-01-15,29,4,74.2,0.0,5.1,430.36,140.98
410,2025-01-15,24,4,58.6,0.0,5.8,339.88,111.34
411,2025-01-15,1,4,43.2,0.0,8.3,250.56,82.08
412,2025-01-15,15,1,28.0,0.0,11.4,126.0,33.6
413,2025-01-15,30,6,23.1,0.0,3.3,115.5,34.65
414,2025-01-15,10,2,75.9,0.0,4.7,364.32,106.26
415,2025-01-15,29,5,63.9,0.0,6.8,447.3,146.97
416,2025-01-15,25,1,42.2,0.0,5.6,189.9,50.64
417,2025-01-15,2,6,80.2,0.0,11.8,401.0,120.3
418,2025-01-15,28,4,84.0,0.0,3.9,487.2,159.6
419,2025-01-15,23,1,94.7,0.0,6.0,426.15,113.64
420,2025-01-15,26,3,55.5,0.0,4.6,360.75,116.55
